type,time,epoch,epoch_time,lr,train_loss,train_loss_main,train_loss_aux,train_loss_aux_contrib,train_loss_bbox,train_loss_giou,train_loss_score,train_loss_rank_raw,train_loss_rank,train_loss_text_negative,train_loss_text_negative_contrib,train_text_negative_queries,score_negative_iou_ignore_thr,duplicate_suppression_enabled,duplicate_loss_weight,duplicate_margin,duplicate_background_weight,duplicate_classification_weight,duplicate_max_pairs,duplicate_start_epoch,hard_negative_mining_enabled,hard_negative_loss_weight,hard_negative_topk,hard_negative_max_iou,hard_negative_start_epoch,matcher_score_alpha,matcher_cost_score_effective,train_negative_text_regression_matches,val_loss,val_loss_bbox,val_loss_giou,val_loss_score,val_loss_rank_raw,val_loss_rank,val_loss_text_negative,val_loss_text_negative_contrib,val_text_negative_queries,val_score_negative_iou_ignore_thr,val_duplicate_suppression_enabled,val_hard_negative_mining_enabled,val_matcher_score_alpha,val_matcher_cost_score_effective,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,raw_oracle_num_gt,raw_oracle_num_samples,raw_oracle_positive_samples,raw_oracle_num_pred,raw_oracle_avg_pred_per_sample,raw_oracle_avg_pred_per_positive_sample,raw_best_iou_mean,raw_best_iou_median,raw_best_iou_p25,raw_best_iou_p75,raw_oracle_recall25,raw_oracle_recall50,raw_oracle_recall75,raw_oracle_gap50,raw_oracle_retention50,valid_samples,skipped_empty_gt,avg_selected_per_sample,eval_loop_time,eval_metric_time,raw_oracle_metric_time,lambda_bbox,lambda_giou,lambda_score,classification_type,ia_bce_alpha,classification_focal_alpha,classification_focal_gamma,normalize_classification_by_num_gt,dense_score_assignment_enabled,pairwise_ranking_enabled,duplicate_suppression_active,hard_negative_mining_active,lambda_rank_max,lambda_aux,pos_weight,quality_warmup_epoch,aux_score_enabled,matcher_score_start_epoch,matcher_score_warmup_epoch,matcher_score_alpha_min,negative_sample_ratio,max_query_loss_weight,lambda_text_negative,text_negative_topk,text_negative_hard_mix,negative_text_as_empty_target,use_negative_queries_in_val
epoch,1783495634.3709702,1,1068.6898714610143,9.999967805456481e-05,3.1063218116760254,2.8194475173950195,3.161426544189453,0.28686991333961487,0.18872539699077606,0.8437057137489319,0.17140057682991028,0.0,0.0,0.6341535449028015,0.0164906308054924,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.008542705327272415,0.0032063783146440983,0.003714566794024114,0.23413367942894225,16236,4354664,69345,4370900,69345,43709,38008,4370900,100.0,100.0,0.3269703984260559,0.32447221875190735,0.13020244240760803,0.48696598410606384,0.596957266330719,0.23434999585151672,0.029346022754907608,0.0002163164225744696,0.9990769514554994,43709,5701,100.0,350.78822089600726,2.5074865280184895,0.08705189099418931,4.997688000299846,2.0,1.004623999400308,iou,0.25,0.25,2.0,True,False,False,False,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783496607.389466,2,970.1544456190022,9.99951154929267e-05,2.8340327739715576,2.1805906295776367,2.520416259765625,0.6534408926963806,0.12528927624225616,0.7155184149742126,0.12127881497144699,0.0,0.0,0.008676588535308838,0.0007635660585947335,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.017672713845968246,0.010532759130001068,0.0051324905575983555,0.3140673444372341,21779,4221580,69345,4243359,69345,43709,38008,4370900,100.0,100.0,0.3714819848537445,0.3640585243701935,0.15594422817230225,0.5503908395767212,0.6374648213386536,0.3143557608127594,0.07523253560066223,0.0002884163755252911,0.9990825160169498,43709,5701,97.08204259992222,338.6539547449793,2.5314936969953123,0.08201341499807313,4.990766255446354,2.0,1.0184674891072933,iou,0.25,0.25,2.0,True,False,False,False,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783497594.041763,3,972.4154836230155,9.998515654106001e-05,2.832418203353882,2.0160486698150635,2.3324694633483887,0.8163641095161438,0.11166465282440186,0.6761902570724487,0.10295362025499344,0.0,0.0,0.0026911599561572075,0.0004359695012681186,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.023479757830500603,0.01169748418033123,0.006198813461207035,0.3584108443290792,24854,3984623,69345,4009477,69345,43709,38008,4370900,100.0,100.0,0.3968370258808136,0.4034111499786377,0.1879572570323944,0.5698567628860474,0.6852837204933167,0.3587281107902527,0.0802941843867302,0.000317266461173471,0.9991155795946001,43709,5701,91.73115376695876,343.35242815699894,2.3084933689970057,0.08484980801586062,4.979277440298257,2.0,1.0414451194034853,iou,0.25,0.25,2.0,True,False,False,False,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783498572.191848,4,965.496955398994,9.996980229585758e-05,2.703918695449829,1.925345540046692,2.224513053894043,0.7785782814025879,0.1044384092092514,0.6564809083938599,0.08718515932559967,0.0,0.0,0.0019522585207596421,0.00043733816710300744,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.026020796969532967,0.012525053694844246,0.006861400774225628,0.38843463840219195,26936,3898793,69345,3925729,69345,43709,38008,4370900,100.0,100.0,0.4126376807689667,0.41906002163887024,0.20146958529949188,0.5976269245147705,0.6998630166053772,0.38853558897972107,0.09442641586065292,0.00010095057752912417,0.9997401767549937,43709,5701,89.81511816788304,338.1281810819928,2.2326031459961087,0.07972946501104161,4.963292387221365,2.0,1.0734152255572698,iou,0.25,0.25,2.0,True,False,False,False,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783499595.592332,5,1005.6947783219803,9.994905444845729e-05,2.610316753387451,1.8622170686721802,2.1374237537384033,0.7480973601341248,0.10042455047369003,0.6409984827041626,0.0742095336318016,0.0,0.0,0.0012930282391607761,0.00032325705979019403,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,1.74062180519104,0.0911250114440918,0.600935161113739,0.07865425199270248,0.0,0.0,5.944937129243044e-07,1.486234282310761e-07,5701,0.5,True,True,0.0,0.0,0.02952991984784603,0.015143340453505516,0.007485547794884547,0.41502631768692766,28780,3815962,69345,3844742,69345,43709,38008,4370900,100.0,100.0,0.42436277866363525,0.4290176331996918,0.20201410353183746,0.6247811913490295,0.7023577690124512,0.4152858853340149,0.11523541808128357,0.00025956764708723323,0.9993749663635246,43709,5701,87.96225033745911,370.15666050001164,2.2522170190059114,0.08796454800176434,4.942909649383465,2.0,1.11418070123307,iou,0.25,0.25,2.0,True,False,False,True,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783500596.731373,6,985.1420007650158,9.9922915284056e-05,2.5453944206237793,1.8163613080978394,2.082944869995117,0.7290307879447937,0.09686585515737534,0.6312575340270996,0.06363288313150406,0.0,0.0,0.0011021328391507268,0.0002755332097876817,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.027508705854415894,0.014392443001270294,0.007402916766283001,0.4125892277741726,28611,3836217,69345,3864828,69345,43709,38008,4370900,100.0,100.0,0.4285568296909332,0.43629005551338196,0.2061789482831955,0.6213262677192688,0.7083855867385864,0.41273343563079834,0.11689379066228867,0.0001442078566257221,0.9996506029214587,43709,5701,88.42178956279027,351.01132350199623,2.2642199189867824,0.08140520498272963,4.918254893141276,2.0,1.163490213717448,iou,0.25,0.25,2.0,True,False,False,True,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783501593.740512,7,988.9901904990256,9.989138768165762e-05,2.4931492805480957,1.781111717224121,2.034388780593872,0.7120361328125,0.09390252083539963,0.6232348084449768,0.0561370812356472,0.0,0.0,0.0012003281153738499,0.00030008202884346247,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.024832502007484436,0.013669821433722973,0.007630496820321745,0.4214867690532843,29228,3801191,69345,3830419,69345,43709,38008,4370900,100.0,100.0,0.42907238006591797,0.43907666206359863,0.20027877390384674,0.63069748878479,0.7024587392807007,0.4216165542602539,0.11723988503217697,0.0001297852069696015,0.9996921724119744,43709,5701,87.63456038802077,350.87226081400877,2.265119906020118,0.0843153260066174,4.889480123265569,2.0,1.2210397534688617,iou,0.25,0.25,2.0,True,False,False,True,False,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783502598.329736,8,998.0675892360159,9.985447511375621e-05,2.4362378120422363,1.7403895854949951,1.9881254434585571,0.6958441138267517,0.0902046412229538,0.6125301122665405,0.051067594438791275,0.0,0.0,0.0010246559977531433,0.00025616399943828583,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.025704514235258102,0.015189033932983875,0.007914514435048705,0.43533059340976277,30188,3784070,69345,3814258,69345,43709,38008,4370900,100.0,100.0,0.442076712846756,0.45154669880867004,0.22123442590236664,0.6421740055084229,0.7230802774429321,0.4354603886604309,0.13403993844985962,0.00012979525066814102,0.999701935574284,43709,5701,87.26481960237022,347.78602331801085,2.5984189470182173,0.08337473100982606,4.856762745781211,2.0,1.2864745084375788,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783503599.6468565,9,993.2433347409824,9.981218164595336e-05,2.3991756439208984,1.7160850763320923,1.9516849517822266,0.6830902099609375,0.08790662884712219,0.605284571647644,0.04749719053506851,0.0,0.0,0.0009852949297055602,0.00024632373242639005,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.02795409969985485,0.015580142848193645,0.008020462451830116,0.4419208306294614,30645,3790207,69345,3820852,69345,43709,38008,4370900,100.0,100.0,0.443244993686676,0.4576854407787323,0.22567468881607056,0.6409010291099548,0.726800799369812,0.4419785141944885,0.1294974386692047,5.768356502711125e-05,0.9998694878525209,43709,5701,87.41568098103366,346.7006064710149,2.2184583420166746,0.08395842200843617,4.820304474200023,2.0,1.3593910515999537,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783504612.8875172,10,1003.6757021189842,9.97645119365105e-05,2.3707468509674072,1.6987169981002808,1.920090913772583,0.6720314621925354,0.08589901030063629,0.599602460861206,0.04605970159173012,0.0,0.0,0.000866658694576472,0.000216664673644118,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,1.6165862083435059,0.07920430600643158,0.5723615288734436,0.049615856260061264,0.0,0.0,2.1271418404467113e-07,5.317854601116778e-08,5701,0.5,True,True,0.0,0.0,0.025389190763235092,0.01501269917935133,0.00827544352028812,0.45501478116663063,31553,3781294,69345,3812847,69345,43709,38008,4370900,100.0,100.0,0.44911500811576843,0.4647398889064789,0.2307070791721344,0.6523272395133972,0.7313432693481445,0.4551878273487091,0.1391737014055252,0.00017304618207847344,0.9996198356553461,43709,5701,87.23253792125192,357.2285876740061,2.24871898299898,0.0865953320171684,4.7803300858899105,2.0,1.4393398282201786,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
