type,time,epoch,lr,train_loss,train_loss_bbox,train_loss_giou,train_loss_score,train_loss_rank_raw,train_loss_rank,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,valid_samples,skipped_empty_gt,avg_selected_per_sample,lambda_bbox,lambda_giou,lambda_score,lambda_rank_max,pos_weight,quality_warmup_epoch,rank_start_epoch,rank_warmup_epoch,rank_alpha_min,amp_dtype,allow_tf32,channels_last,query_budget_batching
epoch,1781778318.9057343,11,9.960500746179299e-05,2.332193613052368,0.12489516288042068,0.7702621221542358,0.08496727049350739,0.0,0.0,0.023810287937521935,0.0075027456631687525,0.02697762684778266,0.2271370306521465,5402,194838,23783,200240,12669,0,15.805509511405793,4.8533333333333335,2.0,2.183333333333333,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781780325.169284,12,9.9523873436294e-05,2.298879861831665,0.12179306149482727,0.7639672160148621,0.08248404413461685,0.0,0.0,0.029107768088579178,0.010912674638166208,0.025462577320141663,0.19921792877265274,4738,181339,23783,186077,12669,0,14.687583866129923,4.84,2.0,2.2,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781782325.5837333,13,9.943528033398918e-05,2.2794413566589355,0.12120909243822098,0.7593756914138794,0.07924339920282364,0.0,0.0,0.03795513138175011,0.01354893794587042,0.032592551996273256,0.25005255855022496,5947,176518,23783,182465,12669,0,14.402478490804326,4.826666666666666,2.0,2.216666666666667,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781784351.8233504,14,9.933902488823032e-05,2.265763759613037,0.12025700509548187,0.7575010657310486,0.07698218524456024,0.0,0.0,0.0387570858001709,0.013295214819390822,0.03373479134821584,0.2533322120842619,6025,172574,23783,178599,12669,0,14.097324177125266,4.8133333333333335,2.0,2.2333333333333334,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781786614.649223,15,9.923553656411343e-05,2.2308080196380615,0.11743041127920151,0.7495366334915161,0.07469769567251205,0.0,0.0,2.225027084350586,0.11717154085636139,0.7459284663200378,0.07588732987642288,0.0,0.0,0.032602306455373764,0.011668648049453622,0.03127142420942867,0.22823024849682547,5428,168149,23783,173577,12669,0,13.70092351408951,4.8,2.0,2.25,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781788615.9901614,16,9.912471035902371e-05,2.2318356037139893,0.11811356246471405,0.7519235610961914,0.07174141705036163,0.0,0.0,0.036065347492694855,0.012689818342732907,0.03343118069145466,0.22410965815918935,5330,154102,23783,159432,12669,0,12.584418659720578,4.786666666666667,2.0,2.2666666666666666,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781790577.5021963,17,9.900645940849537e-05,2.2087671756744385,0.11612565070390701,0.7470202445983887,0.07025612145662308,0.0,0.0,0.033250756561756134,0.011072523960683612,0.035213313279066315,0.22936551318168438,5455,149458,23783,154913,12669,0,12.227721209250927,4.773333333333333,2.0,2.283333333333333,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781792531.8777454,18,9.887998842808965e-05,2.1942453384399414,0.11435108631849289,0.7452266216278076,0.06933990865945816,0.0,0.0,0.036395907402038574,0.012326065319939516,0.03720936011082053,0.25186057267796325,5990,154991,23783,160981,12669,0,12.706685610545426,4.76,2.0,2.3,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781794497.4725752,19,9.874668407079021e-05,2.163463592529297,0.11191299557685852,0.7370272874832153,0.06828590482473373,0.0,0.0,0.045069627463817596,0.01486242113096523,0.043341182626896915,0.2786023630324181,6626,146254,23783,152880,12669,0,12.067250769595075,4.746666666666667,2.0,2.3166666666666664,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781796733.5940344,20,9.860565179841182e-05,2.154156446456909,0.11031478643417358,0.7358637452125549,0.06868550926446915,0.0,0.0,2.14990234375,0.11098308861255646,0.7319064736366272,0.0689016729593277,0.0,0.0,0.03695354238152504,0.012770069655380212,0.0355343308107553,0.2327713072362612,5536,150257,23783,155793,12669,0,12.297182098034572,4.733333333333333,2.0,2.3333333333333335,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781798689.1210825,21,9.845745794223091e-05,2.143198013305664,0.11064095050096512,0.7276978492736816,0.07045640051364899,0.0,0.0,0.039628297090530396,0.013234724238463969,0.03759687148220688,0.24294664255981163,5778,147905,23783,153683,12669,0,12.13063383061015,4.72,2.0,2.35,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781800653.6517167,22,9.830157782806925e-05,2.133226156234741,0.10873690247535706,0.7265523076057434,0.07112563401460648,0.0,0.0,0.038544680923223495,0.012694142455802648,0.036562349119957864,0.24517512508934952,5831,153650,23783,159481,12669,0,12.588286368300576,4.706666666666667,2.0,2.3666666666666667,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781802722.2620873,23,9.813968925813629e-05,2.0931618213653564,0.10565116256475449,0.7137595415115356,0.07123913615942001,0.0,0.0,0.04029136523604393,0.014116182959696744,0.037693665424593056,0.24244208047765212,5766,147204,23783,152970,12669,0,12.074354724129766,4.693333333333333,2.0,2.3833333333333333,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781804704.248107,24,9.79693587875074e-05,2.107949733734131,0.10534568130970001,0.7205901145935059,0.07239583134651184,0.0,0.0,0.045629482716321945,0.01662867733539315,0.04228547435715108,0.2625404700836732,6244,141419,23783,147663,12669,0,11.655458205067488,4.68,2.0,2.4,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
epoch,1781806939.394491,25,9.779259055670185e-05,2.0959577560424805,0.10485803335905075,0.7159425020217896,0.07230395078659058,0.0,0.0,2.1257734298706055,0.1079539954662323,0.7238560914993286,0.07211492210626602,0.0,0.0,0.041089266538619995,0.014551102547557093,0.039321850360393894,0.24429214144557038,5810,141945,23783,147755,12669,0,11.662720025258505,4.666666666666667,2.0,2.4166666666666665,0.1,1.0,20,30,60,0.0001,bf16,True,False,True
