type,time,epoch,epoch_time,lr,train_loss,train_loss_main,train_loss_aux,train_loss_aux_contrib,train_loss_bbox,train_loss_giou,train_loss_score,train_loss_rank_raw,train_loss_rank,train_loss_text_negative,train_loss_text_negative_contrib,train_text_negative_queries,score_negative_iou_ignore_thr,duplicate_suppression_enabled,duplicate_loss_weight,duplicate_margin,duplicate_background_weight,duplicate_classification_weight,duplicate_max_pairs,duplicate_start_epoch,hard_negative_mining_enabled,hard_negative_loss_weight,hard_negative_topk,hard_negative_max_iou,hard_negative_start_epoch,matcher_score_alpha,matcher_cost_score_effective,train_negative_text_regression_matches,val_loss,val_loss_bbox,val_loss_giou,val_loss_score,val_loss_rank_raw,val_loss_rank,val_loss_text_negative,val_loss_text_negative_contrib,val_text_negative_queries,val_score_negative_iou_ignore_thr,val_duplicate_suppression_enabled,val_hard_negative_mining_enabled,val_matcher_score_alpha,val_matcher_cost_score_effective,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,raw_oracle_num_gt,raw_oracle_num_samples,raw_oracle_positive_samples,raw_oracle_num_pred,raw_oracle_avg_pred_per_sample,raw_oracle_avg_pred_per_positive_sample,raw_best_iou_mean,raw_best_iou_median,raw_best_iou_p25,raw_best_iou_p75,raw_oracle_recall25,raw_oracle_recall50,raw_oracle_recall75,raw_oracle_gap50,raw_oracle_retention50,valid_samples,skipped_empty_gt,avg_selected_per_sample,eval_loop_time,eval_metric_time,raw_oracle_metric_time,lambda_bbox,lambda_giou,lambda_score,classification_type,ia_bce_alpha,classification_focal_alpha,classification_focal_gamma,normalize_classification_by_num_gt,dense_score_assignment_enabled,pairwise_ranking_enabled,duplicate_suppression_active,hard_negative_mining_active,lambda_rank_max,lambda_aux,pos_weight,quality_warmup_epoch,aux_score_enabled,matcher_score_start_epoch,matcher_score_warmup_epoch,matcher_score_alpha_min,negative_sample_ratio,max_query_loss_weight,lambda_text_negative,text_negative_topk,text_negative_hard_mix,negative_text_as_empty_target,use_negative_queries_in_val
epoch,1783439750.8041852,157,986.0028217500076,4.917633165185808e-05,1.1078377962112427,0.6922079920768738,0.8312580585479736,0.4156290292739868,0.017603306099772453,0.24828848242759705,0.027064036577939987,0.0,0.0,1.8820655895979144e-06,4.705163973994786e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.2625139355659485,0.14480635523796082,0.01260580882120611,0.667373278534862,46279,3624965,69345,3671244,69345,43709,38008,4370900,100.0,100.0,0.5883280634880066,0.6481953859329224,0.40889009833335876,0.7983129024505615,0.8616194128990173,0.6676905155181885,0.3371548056602478,0.00031723698332652983,0.9995248742105011,43709,5701,83.99286188199227,333.0372854640009,2.560505192988785,0.09108682099031284,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783440735.9041328,158,970.5231833310099,4.8679239111022384e-05,1.1074187755584717,0.6928387880325317,0.8291620016098022,0.4145810008049011,0.017611170187592506,0.249102383852005,0.026905125007033348,0.0,0.0,9.186484385281801e-05,2.2966210963204503e-05,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.26109662652015686,0.1436002254486084,0.012551613207100257,0.6648208234191362,46102,3626892,69345,3672994,69345,43709,38008,4370900,100.0,100.0,0.5878743529319763,0.6466928124427795,0.40801215171813965,0.798334002494812,0.861965537071228,0.6652101874351501,0.33669334650039673,0.0003893640160139711,0.9994146752058696,43709,5701,84.03289940286898,319.66883431901806,2.11573602099088,0.08291275598458014,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783441711.7270396,159,969.2718117690238,4.818256739411004e-05,1.1107021570205688,0.6958314776420593,0.8297379016876221,0.41486895084381104,0.017816388979554176,0.25070616602897644,0.026767564937472343,0.0,0.0,5.696647349395789e-05,1.4241618373489473e-05,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.2639562487602234,0.14477333426475525,0.012567798854073118,0.6639411637464849,46041,3617369,69345,3663410,69345,43709,38008,4370900,100.0,100.0,0.5852960348129272,0.644497811794281,0.40493687987327576,0.7962102890014648,0.8578988909721375,0.6648352146148682,0.3334198594093323,0.0008940508683832338,0.9986552293730392,43709,5701,83.81363105996476,319.0953732719936,2.1107228999899235,0.08159785400494002,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783442704.102092,160,985.9039765390044,4.7686371205235364e-05,1.1017149686813354,0.6891948580741882,0.8250464797019958,0.4125232398509979,0.017484908923506737,0.2480849325656891,0.026640774682164192,0.0,0.0,4.695088500739075e-05,1.1737721251847688e-05,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,1.4276868104934692,0.05790738761425018,0.46609359979629517,0.06759485602378845,0.0,0.0,1.9464125866619497e-09,4.866031466654874e-10,5701,0.5,True,True,1.0,2.0,0.263162225484848,0.14325828850269318,0.012622486464318591,0.6675463263393179,46291,3621053,69345,3667344,69345,43709,38008,4370900,100.0,100.0,0.5865318179130554,0.645703136920929,0.41108259558677673,0.794877827167511,0.8608984351158142,0.6678923964500427,0.3324536681175232,0.00034607011072484983,0.9994818475063285,43709,5701,83.9036354068956,337.89527422899846,2.0926006360095926,0.08505338898976333,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783443679.60192,161,968.6634046930121,4.7190705196137434e-05,1.0940139293670654,0.6841176152229309,0.8197892308235168,0.4098946154117584,0.01725664548575878,0.24527764320373535,0.026894722133874893,0.0,0.0,5.033182605984621e-05,1.2582956514961552e-05,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.2618377208709717,0.14303265511989594,0.01254737220111925,0.66107145432259,45842,3607672,69345,3653514,69345,43709,38008,4370900,100.0,100.0,0.5845940113067627,0.6450514793395996,0.40729013085365295,0.7946054935455322,0.858129620552063,0.6617780923843384,0.3341408967971802,0.0007066380617484214,0.9989322129730791,43709,5701,83.58722459905283,318.4031482009741,2.1114385750261135,0.08227864900254644,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783444656.1832356,162,970.0941593530006,4.6695623960160476e-05,1.0938719511032104,0.6839671730995178,0.8198022842407227,0.40990114212036133,0.017300749197602272,0.24543508887290955,0.026778189465403557,0.0,0.0,1.3723675920118694e-06,3.4309189800296735e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.26316410303115845,0.1443653255701065,0.012447236561471063,0.6565289494556205,45527,3612072,69345,3657599,69345,43709,38008,4370900,100.0,100.0,0.5833159685134888,0.6437159180641174,0.40232694149017334,0.7963464856147766,0.8554906845092773,0.6569904088973999,0.33447256684303284,0.00046145944177944376,0.9992976161667962,43709,5701,83.68068361207074,320.8779180739948,2.120181278005475,0.08275046999915503,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783445631.6377985,163,967.796856364992,4.6201182026241086e-05,1.086972713470459,0.6792246103286743,0.8154978156089783,0.40774890780448914,0.017140349373221397,0.24395665526390076,0.02650543302297592,0.0,0.0,1.3307966582942754e-05,3.3269916457356885e-06,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.2666599154472351,0.1460745930671692,0.012618075532625977,0.6623260509048958,45929,3594008,69345,3639937,69345,43709,38008,4370900,100.0,100.0,0.5854541063308716,0.6440457105636597,0.40813112258911133,0.7953120470046997,0.8587641716003418,0.6628163456916809,0.3337659537792206,0.0004902947867850838,0.9992602856130932,43709,5701,83.27660207279965,318.43616746299085,2.500880726001924,0.08297779198619537,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783446614.7928467,164,968.4593251619954,4.570743385290216e-05,1.0843005180358887,0.6772478818893433,0.8141070008277893,0.40705350041389465,0.017062708735466003,0.24213236570358276,0.026887618005275726,0.0,0.0,2.3103000785340555e-05,5.775750196335139e-06,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.26696693897247314,0.1468924880027771,0.012687196160242725,0.6637969572427717,46031,3582115,69345,3628146,69345,43709,38008,4370900,100.0,100.0,0.5862016677856445,0.6461398005485535,0.40729013085365295,0.7982553243637085,0.8568894863128662,0.6643305420875549,0.3376595377922058,0.0005335848447832747,0.9991968081986619,43709,5701,83.00684069642408,316.1548888130055,2.117754235980101,0.08268117601983249,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783447613.590497,165,984.2412156490027,4.521443382225491e-05,1.0775521993637085,0.6732013821601868,0.8087003827095032,0.4043501913547516,0.01696835272014141,0.2409963607788086,0.0265567097812891,0.0,0.0,8.996025258056761e-07,2.2490063145141903e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,1.4446303844451904,0.05823835730552673,0.46947231888771057,0.06992677599191666,0.0,0.0,1.1755322271156388e-09,2.938830567789097e-10,5701,0.5,True,True,1.0,2.0,0.26749446988105774,0.1464255154132843,0.012615276578484933,0.661114716273704,45845,3588241,69345,3634086,69345,43709,38008,4370900,100.0,100.0,0.5837140083312988,0.6417751908302307,0.40375232696533203,0.7937102317810059,0.8589804768562317,0.662095308303833,0.32984352111816406,0.0009805920301290127,0.9985189563831208,43709,5701,83.1427394815713,333.83217822300503,2.075654955988284,0.0868936609767843,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783448585.375241,166,964.93757641298,4.472223623400903e-05,1.0729550123214722,0.6698577404022217,0.8061883449554443,0.40309417247772217,0.016744278371334076,0.2402350902557373,0.026348959654569626,0.0,0.0,3.88035505238804e-06,9.7008876309701e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.26508408784866333,0.14489391446113586,0.012733115182957847,0.6670848655274353,46259,3586709,69345,3632968,69345,43709,38008,4370900,100.0,100.0,0.5877049565315247,0.647642970085144,0.4098697006702423,0.7955344319343567,0.8632345795631409,0.6678491830825806,0.3333333432674408,0.0007643175551452774,0.9988555536571634,43709,5701,83.11716122537692,316.49251482399995,2.0898818249988835,0.08271827799035236,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783449555.456582,167,963.6070076659962,4.4230895299492076e-05,1.0700068473815918,0.6671074032783508,0.8058023452758789,0.40290117263793945,0.016680587083101273,0.23889440298080444,0.026392053812742233,0.0,0.0,2.634912789289956e-06,6.58728197322489e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.2656994163990021,0.1452661007642746,0.012649231460562644,0.6616627009878145,45883,3581452,69345,3627335,69345,43709,38008,4370900,100.0,100.0,0.58587646484375,0.6450550556182861,0.4063735604286194,0.7971892356872559,0.8604946136474609,0.6622107028961182,0.33385246992111206,0.0005480019083036192,0.9991724659448918,43709,5701,82.98828616532064,314.82964343199274,2.0795016920019407,0.08081621798919514,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783450527.1947386,168,965.2408992139972,4.3740465135678615e-05,1.0649847984313965,0.6644630432128906,0.8010410070419312,0.4005205035209656,0.01650119200348854,0.23737753927707672,0.026613954454660416,0.0,0.0,1.411195853506797e-06,3.5279896337669925e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.2686566412448883,0.14574161171913147,0.012706031486133623,0.6660609993510708,46188,3588936,69345,3635124,69345,43709,38008,4370900,100.0,100.0,0.5874161720275879,0.6470625400543213,0.4071899354457855,0.7980217933654785,0.8609127998352051,0.6669262647628784,0.3364049196243286,0.0008652654118076475,0.9987026070833853,43709,5701,83.16648745109703,315.5973467880103,2.1052861339994706,0.09335448199999519,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783451499.897081,169,966.1492354180082,4.3250999759229634e-05,1.061000108718872,0.6623230576515198,0.7973523736000061,0.39867618680000305,0.01648942567408085,0.23687028884887695,0.026406237855553627,0.0,0.0,9.260284059564583e-07,2.3150710148911458e-07,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,,,,,,,,,,,,,,,0.26517051458358765,0.14482764899730682,0.012585904982907506,0.6613742879803879,45863,3598134,69345,3643997,69345,43709,38008,4370900,100.0,100.0,0.5843551754951477,0.6453344225883484,0.40158286690711975,0.7947556972503662,0.8573941588401794,0.6618501543998718,0.3311702311038971,0.00047586641948393904,0.9992810058042285,43709,5701,83.36948912123361,316.9182789409824,2.095530364982551,0.08156210300512612,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783452488.9298584,170,982.5795257450081,4.276255308054311e-05,1.0522208213806152,0.656215488910675,0.7920143008232117,0.39600715041160583,0.016246898099780083,0.23397709429264069,0.026438500732183456,0.0,0.0,6.646307610935764e-06,1.661576902733941e-06,22856,0.5,True,0.1,0.25,0.05,0.25,128,5,True,0.05,10,0.3,10,1.0,2.0,0,1.4593536853790283,0.05849606916308403,0.46893584728240967,0.0737151950597763,0.0,0.0,9.947772383611664e-09,2.486943095902916e-09,5701,0.5,True,True,1.0,2.0,0.2684839069843292,0.14616914093494415,0.012775269906586364,0.66681087317038,46240,3573253,69345,3619493,69345,43709,38008,4370900,100.0,100.0,0.5869635343551636,0.6483110785484314,0.40921345353126526,0.7974682450294495,0.8560674786567688,0.66728675365448,0.3376162648200989,0.0004758804840999664,0.999286842603283,43709,5701,82.80887231462629,332.5271307610092,2.4183365140052047,0.09867471299367025,3.5,2.0,4.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.0,0.5,1.0,10,True,5,12,0.0,0.15,4.0,0.25,20,0.5,True,True
