type,time,epoch,epoch_time,lr,lr_head,lr_vision,lr_text,lr_transformer,train_loss,train_loss_main,train_loss_aux,train_loss_aux_contrib,train_loss_bbox,train_loss_giou,train_loss_score,train_loss_rank_raw,train_loss_rank,train_loss_text_negative,train_loss_text_negative_contrib,train_text_negative_queries,score_negative_iou_ignore_thr,duplicate_suppression_enabled,duplicate_loss_weight,duplicate_margin,duplicate_background_weight,duplicate_classification_weight,duplicate_max_pairs,duplicate_start_epoch,hard_negative_mining_enabled,hard_negative_loss_weight,hard_negative_topk,hard_negative_max_iou,hard_negative_start_epoch,matcher_score_alpha,matcher_cost_score_effective,train_negative_text_regression_matches,val_loss,val_loss_bbox,val_loss_giou,val_loss_score,val_loss_rank_raw,val_loss_rank,val_loss_text_negative,val_loss_text_negative_contrib,val_text_negative_queries,val_score_negative_iou_ignore_thr,val_duplicate_suppression_enabled,val_hard_negative_mining_enabled,val_matcher_score_alpha,val_matcher_cost_score_effective,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,raw_oracle_num_gt,raw_oracle_num_samples,raw_oracle_positive_samples,raw_oracle_num_pred,raw_oracle_avg_pred_per_sample,raw_oracle_avg_pred_per_positive_sample,raw_best_iou_mean,raw_best_iou_median,raw_best_iou_p25,raw_best_iou_p75,raw_oracle_recall25,raw_oracle_recall50,raw_oracle_recall75,raw_oracle_gap50,raw_oracle_retention50,valid_samples,skipped_empty_gt,avg_selected_per_sample,eval_loop_time,eval_metric_time,raw_oracle_metric_time,lambda_bbox,lambda_giou,lambda_score,classification_type,ia_bce_alpha,classification_focal_alpha,classification_focal_gamma,normalize_classification_by_num_gt,dense_score_assignment_enabled,pairwise_ranking_enabled,duplicate_suppression_active,hard_negative_mining_active,lambda_rank_max,lambda_aux,pos_weight,quality_warmup_epoch,aux_score_enabled,matcher_score_start_epoch,matcher_score_warmup_epoch,matcher_score_alpha_min,negative_sample_ratio,max_query_loss_weight,lambda_text_negative,text_negative_topk,text_negative_hard_mix,negative_text_as_empty_target,use_negative_queries_in_val
epoch,1783568925.086401,1,1079.9245858489885,9.99892558349174e-05,9.99892558349174e-05,0.0001,9.998089980500698e-06,9.99892558349174e-05,3.067030191421509,2.781790256500244,3.1434552669525146,0.28523948788642883,0.18558178842067719,0.8375667333602905,0.16481180489063263,0.0,0.0,0.5164965987205505,0.013432208448648453,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.00570417707785964,0.002467959653586149,0.003506371685465236,0.22101088759103035,15326,4355574,69345,4370900,69345,43709,38008,4370900,100.0,100.0,0.3142136335372925,0.2954649031162262,0.11352629214525223,0.47527843713760376,0.5600836277008057,0.22127045691013336,0.042641863226890564,0.00025956931910300907,0.9988269138016539,43709,5701,100.0,365.15068245795555,3.023916124016978,0.08998805901501328,4.997688000299846,2.0,1.004623999400308,iou,0.25,0.25,2.0,True,False,True,False,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783569919.950551,2,991.3160050699953,9.997582497463836e-05,9.997582497463836e-05,0.0001,9.995702492598646e-06,9.997582497463836e-05,2.79064679145813,2.1447672843933105,2.491244077682495,0.6458790898323059,0.12162569910287857,0.7069323062896729,0.12114329636096954,0.0,0.0,0.0061971452087163925,0.0005454372148960829,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.012014681473374367,0.004432521294802427,0.005351832318564871,0.3370827024298796,23375,4344288,69345,4367663,69345,43709,38008,4370900,100.0,100.0,0.3858281075954437,0.3853178024291992,0.1730017364025116,0.567293107509613,0.671800434589386,0.33732786774635315,0.07696300745010376,0.0002451653164735612,0.9992732135707866,43709,5701,99.92594202566977,357.70619721797993,3.107522759004496,0.10586443700594828,4.990766255446354,2.0,1.0184674891072933,iou,0.25,0.25,2.0,True,False,True,False,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783570924.0395007,3,987.5671847999911,9.995702336324347e-05,9.995702336324347e-05,0.0001,9.992360577795361e-06,9.995702336324347e-05,2.802386522293091,1.9935050010681152,2.311082124710083,0.8088772296905518,0.10952111333608627,0.6702669262886047,0.10300593078136444,0.0,0.0,0.0022090913262218237,0.0003579184995032847,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.02417849376797676,0.012060219421982765,0.005978356302736873,0.3638041675679573,25228,4194661,69345,4219889,69345,43709,38008,4370900,100.0,100.0,0.4006677269935608,0.4024657607078552,0.1917238086462021,0.5801888704299927,0.6913115382194519,0.3640204668045044,0.08659600466489792,0.0002162992365470906,0.9994058047382725,43709,5701,96.54508224850717,351.06389504496474,2.989764195983298,0.09266148798633367,4.979277440298257,2.0,1.0414451194034853,iou,0.25,0.25,2.0,True,False,True,False,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783571925.4642441,4,983.4764271479798,9.993285306254129e-05,9.993285306254129e-05,0.0001,9.98806488760375e-06,9.993285306254129e-05,2.6764426231384277,1.9046053886413574,2.205235481262207,0.7718315720558167,0.1030367836356163,0.6497523784637451,0.08708745986223221,0.0,0.0,0.0009813586948439479,0.00021982773614581674,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.024942632764577866,0.011715560220181942,0.006869414622268879,0.3828394260581152,26548,3838119,69345,3864667,69345,43709,38008,4370900,100.0,100.0,0.40777111053466797,0.4156695306301117,0.1937977522611618,0.5910014510154724,0.6906049251556396,0.3829115331172943,0.09082125872373581,7.210705917909399e-05,0.9998116874187829,43709,5701,88.41810611086962,349.0356663429993,2.7368109789676964,0.09529353299876675,4.963292387221365,2.0,1.0734152255572698,iou,0.25,0.25,2.0,True,False,True,False,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783572973.884279,5,1035.606459497998,9.990331672307766e-05,9.990331672307766e-05,0.0001,9.982816259477131e-06,9.990331672307766e-05,2.6133482456207275,1.8617653846740723,2.147369146347046,0.7515771389007568,0.09958561509847641,0.6429058909416199,0.07418593764305115,0.0,0.0,0.0009259270154871047,0.00023148175387177616,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,1.7666442394256592,0.09162861108779907,0.6132634282112122,0.07764659076929092,0.0,0.0,2.0940061062901805e-07,5.235015265725451e-08,5701,0.5,True,True,0.0,0.0,0.018638543784618378,0.00922728143632412,0.0068955666739994185,0.3815127262239527,26456,3810212,69345,3836668,69345,43709,38008,4370900,100.0,100.0,0.4122686982154846,0.41707149147987366,0.1996997445821762,0.594535768032074,0.6984642148017883,0.3816569447517395,0.0939505398273468,0.000144218527786788,0.9996221252363674,43709,5701,87.77752865542566,393.5482353530242,2.379197155009024,0.10698386200238019,4.942909649383465,2.0,1.11418070123307,iou,0.25,0.25,2.0,True,False,True,True,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783573966.3058133,6,985.8600527200033,9.986841758384507e-05,9.986841758384507e-05,0.0001,9.976615716645957e-06,9.986841758384507e-05,2.5340065956115723,1.8051398992538452,2.082482099533081,0.7288681268692017,0.09572726488113403,0.6282972097396851,0.06405524164438248,0.0,0.0,0.0005701741320081055,0.00014254353300202638,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.022654591128230095,0.011716680601239204,0.007105058614896691,0.3904535294541784,27076,3783730,69345,3810806,69345,43709,38008,4370900,100.0,100.0,0.4209110140800476,0.42492976784706116,0.20883610844612122,0.602570652961731,0.7071166038513184,0.3905256390571594,0.10868844389915466,7.210960298104085e-05,0.9998153524486763,43709,5701,87.185842732618,342.8116096809972,2.1624457899597473,0.08141802798490971,4.918254893141276,2.0,1.163490213717448,iou,0.25,0.25,2.0,True,False,True,True,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783574961.9601805,7,986.4777925210074,9.98281594719274e-05,9.98281594719274e-05,0.0001,9.969464467918335e-06,9.98281594719274e-05,2.469543218612671,1.7622877359390259,2.020724058151245,0.7072527408599854,0.09256821870803833,0.6171326041221619,0.056321799755096436,0.0,0.0,0.0005664981435984373,0.00014162453589960933,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.022629423066973686,0.011357223615050316,0.0076167955475000115,0.4183286466219627,29009,3779548,69345,3808557,69345,43709,38008,4370900,100.0,100.0,0.43452203273773193,0.4388602077960968,0.21774250268936157,0.6248592138290405,0.7169082164764404,0.41842958331108093,0.12584900856018066,0.00010093668911825837,0.9997587725793202,43709,5701,87.13438879864559,348.1618788879714,2.658957596984692,0.09119454299798235,4.889480123265569,2.0,1.2210397534688617,iou,0.25,0.25,2.0,True,False,True,True,False,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783576055.0471022,8,1086.4171970919706,9.978254680208029e-05,9.978254680208029e-05,0.0001,9.961363907444379e-06,9.978254680208029e-05,2.4208731651306152,1.731297492980957,1.9702215194702148,0.6895777583122253,0.08967989683151245,0.6091119050979614,0.05082308128476143,0.2800871431827545,0.0008921430562622845,0.0006015808321535587,0.00015039520803838968,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.024280983954668045,0.012045090086758137,0.007972022831218067,0.43786862787511716,30364,3778456,69345,3808820,69345,43709,38008,4370900,100.0,100.0,0.44145917892456055,0.4503229856491089,0.22342096269130707,0.6391118764877319,0.7233686447143555,0.4380272626876831,0.12832936644554138,0.0001586348125659498,0.9996378426046073,43709,5701,87.14040586606878,361.95965393597726,2.2558502640458755,0.08297910500550643,4.856762745781211,2.0,1.2864745084375788,iou,0.25,0.25,2.0,True,False,True,True,True,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783577150.8058345,9,1089.395873328962,9.973158457624699e-05,9.973158457624699e-05,0.0001,9.952315614444399e-06,9.973158457624699e-05,2.380920886993408,1.7043187618255615,1.9331494569778442,0.6766017079353333,0.08705848455429077,0.6000751852989197,0.04757659137248993,0.27519404888153076,0.0033427977468818426,0.0006400346755981445,0.00016000866889953613,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,,,,,,,,,,,,,,,0.026890596374869347,0.014519436284899712,0.00796612825707194,0.43907996250630904,30448,3791735,69345,3822183,69345,43709,38008,4370900,100.0,100.0,0.4465526342391968,0.4549640715122223,0.2321208268404007,0.6441512107849121,0.7330881953239441,0.4391809105873108,0.13398225605487823,0.00010094808100175046,0.9997701446520826,43709,5701,87.44613237548332,369.06235195399495,2.774256705015432,0.08957550802733749,4.820304474200023,2.0,1.3593910515999537,iou,0.25,0.25,2.0,True,False,True,True,True,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
epoch,1783578310.9567235,10,1146.78659073601,9.967527838300985e-05,9.967527838300985e-05,0.0001,9.942321352901047e-06,9.967527838300985e-05,2.359628915786743,1.6936050653457642,1.9029111862182617,0.6660192608833313,0.08523546904325485,0.5955833792686462,0.04597325623035431,0.2619560658931732,0.0068112388253211975,0.0006538023008033633,0.00016345057520084083,22856,0.5,True,0.2,0.15,0.1,0.5,256,5,True,0.1,20,0.25,8,0.0,0.0,0,1.6207971572875977,0.07942082732915878,0.573185920715332,0.04759473726153374,0.2669603228569031,0.006941196043044329,2.3555187453894177e-06,5.888796863473544e-07,5701,0.5,True,True,0.0,0.0,0.02754773199558258,0.015576282516121864,0.00819021214381932,0.45198644458865095,31343,3795542,69345,3826885,69345,43709,38008,4370900,100.0,100.0,0.44887733459472656,0.4635613262653351,0.22968937456607819,0.6500592231750488,0.7301174998283386,0.4522748589515686,0.1379479467868805,0.000288414362917655,0.9993623029067187,43709,5701,87.55370747443318,425.5237535610213,2.323764588974882,0.10291622800286859,4.7803300858899105,2.0,1.4393398282201786,iou,0.25,0.25,2.0,True,False,True,True,True,0.25,0.35,1.0,10,True,10,20,0.0,0.15,4.0,0.25,20,0.5,True,True
