type,time,epoch,lr,train_loss,train_loss_bbox,train_loss_giou,train_loss_score,val_loss,val_loss_bbox,val_loss_giou,val_loss_score,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,valid_samples,skipped_empty_gt,avg_selected_per_sample,lambda_bbox,lambda_giou,lambda_score,pos_weight
epoch,1781676821.0738013,7,9.98887163311556e-05,2.069215297023249,0.11599613821163006,0.678548591598866,0.06521641163715902,0.019689284540728085,0.026562372222542763,0.00708076781430691,0.03943377148634985,0.2415525428394467,3510,85500,14531,89010,7680,0,11.58984375,4.906666666666666,2.0,2.1166666666666667,0.25,1.0,10,5,10
epoch,1781679403.5411596,8,9.985202754478146e-05,2.105782127721988,0.12118433107883136,0.6883820813249517,0.06029660393733375,0.029559455430708502,0.029057912528514862,0.009635518452341785,0.05226308529189766,0.2763746473057601,4016,72826,14531,76842,7680,0,10.00546875,4.8933333333333335,2.0,2.1333333333333333,0.25,1.0,10,5,10
epoch,1781682005.119034,9,9.981012968409247e-05,2.1204406722964797,0.12350634932682245,0.6923880738651559,0.05726716221035831,0.039316481594926,0.03255690261721611,0.009033357681406073,0.04998933845087691,0.25813777441332325,3751,71285,14531,75036,7680,0,9.7703125,4.88,2.0,2.15,0.25,1.0,10,5,10
epoch,1781685023.126694,10,9.97630273581641e-05,2.1271197153177623,0.12310464795162088,0.6931954733341101,0.05971805559750749,0.048921364345919933,2.206600084562193,0.13326442841971953,0.7162817579298986,0.0522831485458565,0.048811363451408615,0.025907035917043686,0.0071158365262135705,0.05208011873796823,0.2438923680407405,3544,64505,14531,68049,7680,0,8.860546875,4.866666666666666,2.0,2.1666666666666665,0.25,1.0,10,5,10
epoch,1781687658.9741225,11,9.97107257486017e-05,2.1454400034180554,0.12458418017577945,0.6977449572709503,0.059832126806663014,0.058672146203292294,0.010910441167652607,0.0032294472068542745,0.022491000035643423,0.13027320900144518,1893,82274,14531,84167,7680,0,10.959244791666666,4.8533333333333335,2.0,2.183333333333333,0.25,1.0,10,5,10
epoch,1781690263.270835,12,9.965323060897025e-05,2.1627649354701943,0.12711304407305762,0.6991643012133082,0.06004546364085109,0.06843664199043457,0.035914551466703415,0.013232045834138262,0.04675231090348872,0.2589635950726034,3763,76725,14531,80488,7680,0,10.480208333333334,4.84,2.0,2.2,0.25,1.0,10,5,10
epoch,1781692955.622231,13,9.959054826416168e-05,2.209551014218475,0.13114319243378159,0.713281533536414,0.058859891172394645,0.07812275598976785,0.03822556138038635,0.012072613128111698,0.045941770647653,0.26605188906475813,3866,80284,14531,84150,7680,0,10.95703125,4.826666666666666,2.0,2.216666666666667,0.25,1.0,10,5,10
epoch,1781695544.5558155,14,9.952268560969892e-05,2.198089344710595,0.13059234798864913,0.7084215823458304,0.058493886187548264,0.08810123521086738,0.03369545191526413,0.012155488885036902,0.03912302809670494,0.23074805588053127,3353,82351,14531,85704,7680,0,11.159375,4.8133333333333335,2.0,2.2333333333333334,0.25,1.0,10,5,10
epoch,1781698521.1489735,15,9.944965011097741e-05,2.244999848356624,0.13524596104047895,0.718474090474738,0.059725413550295016,0.09795539049891257,2.5032309129683656,0.17111435112533996,0.7783266645715092,0.04496871595355598,0.09619622278695154,0.032521240413188934,0.009041854103534775,0.04398704569989205,0.21030899456334734,3056,66419,14531,69475,7680,0,9.046223958333334,4.8,2.0,2.25,0.25,1.0,10,5,10
epoch,1781701145.839958,16,9.937144980244383e-05,2.296037574168022,0.1413001731329031,0.7311697623294614,0.05859342543107659,0.09811771845108054,0.015231985598802567,0.004112810540767242,0.02793521384662336,0.17638152914458743,2563,89185,14531,91748,7680,0,11.946354166666667,4.786666666666667,2.0,2.2666666666666666,0.25,1.0,10,5,10
epoch,1781703729.2046175,17,9.928809328671226e-05,2.3114904503506235,0.14200677808331347,0.7402989034239016,0.05624441627821872,0.09848870571871064,0.01894759200513363,0.005845188173134374,0.037258947702563286,0.1938613997660175,2817,72789,14531,75606,7680,0,9.84453125,4.773333333333333,2.0,2.283333333333333,0.25,1.0,10,5,10
epoch,1781706367.2673073,18,9.919958973361781e-05,2.280823352223887,0.13924660902148325,0.7297303275299193,0.05821652790885509,0.09860317426635569,0.028636595234274864,0.009023854307270086,0.047518608525532274,0.2139563691418347,3109,62318,14531,65427,7680,0,8.519140625,4.76,2.0,2.3,0.25,1.0,10,5,10
epoch,1781708979.198873,19,9.91059488792079e-05,2.2525328318916182,0.13651337256146837,0.7222527322187665,0.058489401837236915,0.09817391961526728,0.006163137964904308,0.0016802427764729456,0.01421737975019931,0.08836281054297708,1284,89028,14531,90312,7680,0,11.759375,4.746666666666667,2.0,2.3166666666666664,0.25,1.0,10,5,10
epoch,1781711974.597317,20,9.900718102467117e-05,2.2625594575693055,0.13736365264869077,0.7240889220045525,0.059726915248190016,0.09932356401796961,2.433259784046448,0.16041012266133395,0.771113755219061,0.046021290056435675,0.09749888410471906,0.014819212257862091,0.00413770396835389,0.030603715909633664,0.17638152914458743,2563,81185,14531,83748,7680,0,10.9046875,4.733333333333333,2.0,2.3333333333333335,0.25,1.0,10,5,10
epoch,1781714530.8623388,21,9.890329703520439e-05,2.2469365071206746,0.13550768979626968,0.7216180397091728,0.05930999864418945,0.09890267995751162,0.028582660481333733,0.008973595058182581,0.05025390193780676,0.2036336109008327,2959,55922,14531,58881,7680,0,7.666796875,4.72,2.0,2.35,0.25,1.0,10,5,10
epoch,1781717097.614851,22,9.8794308338817e-05,2.2540199876000537,0.13680107021093407,0.7220441440938308,0.05972699541554566,0.09880323234345477,0.04711352288722992,0.01673367734401836,0.05148484890166573,0.25758722730713646,3743,68958,14531,72701,7680,0,9.466276041666667,4.706666666666667,2.0,2.3666666666666667,0.25,1.0,10,5,10
