type,time,epoch,lr,train_loss,train_loss_bbox,train_loss_giou,train_loss_score,train_loss_rank_raw,train_loss_rank,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,valid_samples,skipped_empty_gt,avg_selected_per_sample,lambda_bbox,lambda_giou,lambda_score,lambda_rank_max,pos_weight,quality_warmup_epoch,rank_start_epoch,rank_warmup_epoch,rank_alpha_min,amp_dtype,allow_tf32,channels_last,query_budget_batching
epoch,1782092369.2855601,1,9.999987882649361e-05,3.1473071575164795,0.2170080542564392,0.8875280022621155,0.1436035931110382,0.0,0.0,5.379147296480369e-06,8.567071701326423e-07,0.0006625462487878816,0.008116953331122678,563,849189,69361,849752,38008,0,22.357187960429382,5.0,2.0,2.0,0.0,1.0,10,30,60,0.0001,bf16,True,False,True
epoch,1782097755.7046964,2,9.999617391760041e-05,2.4867050647735596,0.14600974321365356,0.7543447613716125,0.12398339807987213,0.0,0.0,0.01896124705672264,0.008517447648773668,0.0076415184233678745,0.23817419010683236,16520,2145354,69361,2161874,38008,0,56.879446432330035,5.0,2.0,2.0,0.0,1.0,10,30,60,0.0001,bf16,True,False,True
