type,time,epoch,epoch_time,lr,lr_head,lr_vision,lr_text,lr_transformer,train_loss,train_odvg_negative_phrases,train_loss_main,train_loss_aux,train_loss_aux_contrib,train_loss_bbox,train_loss_giou,train_loss_score,train_loss_rank,train_loss_rank_raw,train_loss_text_alignment,train_loss_text_alignment_contrib,train_loss_text_alignment_rank,train_loss_text_alignment_rank_contrib,val_loss,val_loss_bbox,val_loss_giou,val_loss_score,val_loss_text_alignment,val_loss_text_alignment_contrib,val_loss_text_alignment_rank,val_loss_text_alignment_rank_contrib,val_loss_rank_raw,val_loss_rank,val_loss_text_negative,val_loss_text_negative_contrib,val_text_negative_queries,val_score_negative_iou_ignore_thr,val_duplicate_suppression_enabled,val_hard_negative_mining_enabled,val_matcher_score_alpha,val_matcher_cost_score_effective,map50,map50_95,precision,recall,tp,fp,num_gt,num_pred,quality_recall_iou,quality_recall50_at_1,quality_recall50_at_5,quality_recall50_at_10,text_recall_iou,text_recall50_at_1,text_recall50_at_5,text_recall50_at_10,final_recall_iou,final_recall50_at_1,final_recall50_at_5,final_recall50_at_10,recall50_at_1,recall50_at_5,recall50_at_10,raw_oracle_num_gt,raw_oracle_num_samples,raw_oracle_positive_samples,raw_oracle_num_pred,raw_oracle_avg_pred_per_sample,raw_oracle_avg_pred_per_positive_sample,raw_best_iou_mean,raw_best_iou_median,raw_best_iou_p25,raw_best_iou_p75,raw_oracle_recall25,raw_oracle_recall50,raw_oracle_recall75,raw_oracle_gap50,raw_oracle_retention50,valid_samples,valid_images,odvg_phrase_rows,skipped_empty_gt,avg_selected_per_sample,eval_loop_time,phrase_token_reduction,phrase_score_fusion,evaluation_mode,lambda_bbox,lambda_giou,lambda_score,classification_type,ia_bce_alpha,classification_focal_alpha,classification_focal_gamma,normalize_classification_by_num_gt,dense_score_assignment_enabled,pairwise_ranking_enabled,duplicate_suppression_enabled,duplicate_suppression_active,duplicate_loss_weight,duplicate_margin,duplicate_background_weight,duplicate_classification_weight,duplicate_max_pairs,duplicate_start_epoch,hard_negative_mining_enabled,hard_negative_mining_active,hard_negative_loss_weight,hard_negative_topk,hard_negative_max_iou,hard_negative_start_epoch,lambda_rank_max,lambda_aux,pos_weight,quality_warmup_epoch,aux_score_enabled,matcher_score_start_epoch,matcher_score_warmup_epoch,matcher_score_alpha_min,negative_sample_ratio,negative_phrase_max_per_image,negative_sampling_mode,max_query_loss_weight,lambda_text_negative,text_negative_topk,text_negative_hard_mix,score_negative_iou_ignore_thr,matcher_score_alpha,matcher_cost_score_effective,negative_text_as_empty_target,use_negative_queries_in_val
epoch,1784854363.0985408,1,805.3163405980449,7.994727055410238e-05,7.994727055410238e-05,2.998014085803856e-05,2.998014085803856e-06,4.996712969606382e-05,1.0554291009902954,12286,0.920381486415863,1.0417909622192383,0.1350470781326294,0.0035014457534998655,0.21305756270885468,0.17657829821109772,0.0071939462795853615,0.1849861741065979,0.05081397294998169,0.009880220517516136,0.1849861741065979,0.0071939462795853615,,,,,,,,,,,,,,,,,,,0.2731316387653351,0.13818034529685974,0.05733015009991171,0.671920209687851,19739,324565,29377,344304,0.5,0.17769002961500494,0.46090478946114305,0.6139156482962862,0.5,0.21721074309834223,0.4886475814412636,0.5913810123566056,0.5,0.2252101984545733,0.5046464921537257,0.6192259250434013,0.2252101984545733,0.5046464921537257,0.6192259250434013,29377,17395,17395,1739500,100.0,100.0,0.626497745513916,0.6939122676849365,0.48399922251701355,0.8208886384963989,0.8833781480789185,0.7365966439247131,0.39956429600715637,0.06467643423686209,0.9121955893088856,17395,2683,17395,0,19.793273929290027,176.51274065487087,mean,geometric_mean,odvg_phrase_grounding,5.0,2.5,2.0,iou,0.25,0.25,2.0,True,False,False,True,False,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.0,0.0,True,False
epoch,1784855072.9109857,2,693.0504238628782,7.988136752178734e-05,7.988136752178734e-05,2.9955320235478347e-05,2.995532023547835e-06,4.992604728630899e-05,1.277673363685608,12286,0.8839796781539917,1.0629746913909912,0.3936941921710968,0.0036476890090852976,0.22532880306243896,0.12760403752326965,0.017243437469005585,0.15517939627170563,0.04974992573261261,0.027637772262096405,0.15517939627170563,0.017243437469005585,,,,,,,,,,,,,,,,,,,0.22297365963459015,0.11469709873199463,0.05598219062246536,0.6625591449092828,19464,328218,29377,347682,0.5,0.17336691969908433,0.4439527521530449,0.5993804677128366,0.5,0.2096878510399292,0.44003812506382545,0.5542431153623583,0.5,0.21268339176907103,0.4716955441331654,0.599891071246213,0.21268339176907103,0.4716955441331654,0.599891071246213,29377,17395,17395,1739500,100.0,100.0,0.6275503635406494,0.692671000957489,0.48830777406692505,0.8190988302230835,0.8885522484779358,0.7401368618011475,0.39701128005981445,0.07757771689186466,0.8951846328757674,17395,2683,17395,0,19.98746766312159,109.3523647589609,mean,geometric_mean,odvg_phrase_grounding,5.006819348298639,2.5102290224479584,2.0,iou,0.25,0.25,2.0,True,False,False,True,False,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.0,0.0,True,False
epoch,1784855683.1236084,3,602.1849374601152,7.978915981736495e-05,7.978915981736495e-05,2.9920592658488097e-05,2.9920592658488097e-06,4.9868567158876854e-05,1.403892159461975,12286,0.8789812326431274,1.0498217344284058,0.5249108672142029,0.0036311226431280375,0.22504478693008423,0.11607122421264648,0.02172801084816456,0.14485175907611847,0.04680188000202179,0.03509962931275368,0.14485175907611847,0.02172801084816456,,,,,,,,,,,,,,,,,,,0.21470168232917786,0.11011222749948502,0.05566175223563973,0.6591551213534398,19364,328523,29377,347887,0.5,0.17534125336147327,0.4335704803077237,0.5859686149028152,0.5,0.2075433161997481,0.4272049562582973,0.5395377336011166,0.5,0.21486196684481057,0.46199407699901285,0.5879769888007625,0.21486196684481057,0.46199407699901285,0.5879769888007625,29377,17395,17395,1739500,100.0,100.0,0.6271631717681885,0.6902945637702942,0.4890444576740265,0.8193875551223755,0.8877012729644775,0.739081621170044,0.392790287733078,0.07992649981660416,0.8918570053330888,17395,2683,17395,0,19.999252658810004,102.64914350421168,mean,geometric_mean,odvg_phrase_grounding,5.027091379149683,2.540637068724524,2.0,iou,0.25,0.25,2.0,True,False,False,True,False,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.0,0.0,True,False
epoch,1784856292.4995453,4,602.4551483320538,7.967071063538994e-05,7.967071063538994e-05,2.9875981927614395e-05,2.9875981927614396e-06,4.979472870777555e-05,1.4099762439727783,12286,0.8842638731002808,1.051422357559204,0.525711178779602,0.0036995343398302794,0.2275683730840683,0.11031452566385269,0.021002909168601036,0.14002254605293274,0.045893169939517975,0.03441925719380379,0.14002254605293274,0.021002909168601036,,,,,,,,,,,,,,,,,,,0.21193185448646545,0.1083107739686966,0.055538947973555616,0.6577254314599857,19322,328578,29377,347900,0.5,0.17622629948599244,0.42734111720053103,0.5796371310889471,0.5,0.20795179902644925,0.420056506791027,0.5297681859958471,0.5,0.21561085202709604,0.4568880416652483,0.5809647002757259,0.21561085202709604,0.4568880416652483,0.5809647002757259,29377,17395,17395,1739500,100.0,100.0,0.6278522610664368,0.6932893395423889,0.4890958368778229,0.8200170993804932,0.885046124458313,0.7405112981796265,0.3951731026172638,0.08278586671964072,0.8882044515415898,17395,2683,17395,0,20.0,102.46934435889125,mean,geometric_mean,odvg_phrase_grounding,5.060263124396755,2.590394686595133,2.0,iou,0.25,0.25,2.0,True,False,False,True,False,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.0,0.0,True,False
epoch,1784856930.2485745,5,629.8541786940768,7.952610115501498e-05,7.952610115501498e-05,2.9821518616823824e-05,2.9821518616823826e-06,4.970458253819116e-05,1.425477147102356,12286,0.8954964876174927,1.0599573850631714,0.5299786925315857,0.003620077623054385,0.22334519028663635,0.11330662667751312,0.02050521783530712,0.13670015335083008,0.047609589993953705,0.0357075035572052,0.13670015335083008,0.02050521783530712,1.5436023473739624,0.010336183942854404,0.40297016501426697,0.16799195110797882,0.06668517738580704,0.05001124367117882,,,0.21991416811943054,0.0329873263835907,0.0,0.0,0,0.5494415413112564,True,True,0.0,0.0,1.0,1.5,0.2067602574825287,0.10726950317621231,0.055025539461846025,0.6516322292950267,19143,328750,29377,347893,0.5,0.17837083432617354,0.41978418490655955,0.5682676924124315,0.5,0.2065221091329952,0.40708717704326514,0.5158116894168908,0.5,0.21622357626714778,0.44963747149130273,0.5719780780883004,0.21622357626714778,0.44963747149130273,0.5719780780883004,29377,17395,17395,1739500,100.0,100.0,0.6320701837539673,0.6988743543624878,0.4969863295555115,0.8204823732376099,0.8891309499740601,0.7475576400756836,0.4040575921535492,0.09592541078065686,0.8716815859564417,17395,2683,17395,0,19.99959758551308,119.28558082995005,mean,geometric_mean,odvg_phrase_grounding,5.105429745301803,2.6581446179527046,2.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.0,0.0,True,False
epoch,1784857550.466991,6,612.4738259119913,7.935543048435452e-05,7.935543048435452e-05,2.97572400525491e-05,2.9757240052549102e-06,4.959819043180541e-05,1.4532896280288696,12286,0.9145761728286743,1.077426791191101,0.5387133955955505,0.003565453225746751,0.2206055074930191,0.11618537455797195,0.0202654916793108,0.1351095288991928,0.048946090042591095,0.03670838475227356,0.1351095288991928,0.0202654916793108,,,,,,,,,,,,,,,,,,,0.2040451467037201,0.1066204085946083,0.05421037350481649,0.6419307621608742,18858,329009,29377,347867,0.5,0.179119719508459,0.41535895428396363,0.5579875412737856,0.5,0.2052966606528917,0.40221942335840966,0.5043741702692582,0.5,0.21785750757395242,0.4442931545086292,0.5614596453007454,0.21785750757395242,0.4442931545086292,0.5614596453007454,29377,17395,17395,1739500,100.0,100.0,0.6315221786499023,0.6959620714187622,0.4972379803657532,0.8219526410102844,0.8893692493438721,0.7473193407058716,0.40446609258651733,0.10538857854499739,0.8589778521649742,17395,2683,17395,0,19.998102903133084,104.25073327403516,mean,geometric_mean,odvg_phrase_grounding,5.161359214187129,2.742038821280694,2.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.019675925925925927,0.029513888888888888,True,False
epoch,1784858172.6679037,7,615.1285851630382,7.9158815592561e-05,7.9158815592561e-05,2.968319028810739e-05,2.9683190288107393e-06,4.947562530445361e-05,1.4556922912597656,12286,0.9138464331626892,1.0836905241012573,0.5418452620506287,0.0036312646698206663,0.21952348947525024,0.10617373138666153,0.020183252170681953,0.13456207513809204,0.047934748232364655,0.03595017269253731,0.13456207513809204,0.020183252170681953,,,,,,,,,,,,,,,,,,,0.20705799758434296,0.10974685847759247,0.05415349238286864,0.6413180379208224,18840,329060,29377,347900,0.5,0.17928992068625116,0.4156312761684311,0.5601320761139668,0.5,0.20784967831977397,0.40405759607856484,0.5063485039316472,0.5,0.21758518568948498,0.4447697178064472,0.5616298464785376,0.21758518568948498,0.4447697178064472,0.5616298464785376,29377,17395,17395,1739500,100.0,100.0,0.6326133012771606,0.6996679902076721,0.4961405396461487,0.8237658143043518,0.8896415829658508,0.7459577322006226,0.40858495235443115,0.10463969427980013,0.8597243653858156,17395,2683,17395,0,20.0,101.60895921080373,mean,geometric_mean,odvg_phrase_grounding,5.226525920938786,2.8397888814081798,2.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.07407407407407407,0.1111111111111111,True,False
epoch,1784858790.1439557,8,610.6046417760663,7.893639122966018e-05,7.893639122966018e-05,2.9599420073508377e-05,2.9599420073508375e-06,4.93369711561518e-05,1.4590011835098267,12286,0.9133081436157227,1.0913842916488647,0.5456921458244324,0.0036617640871554613,0.21961182355880737,0.09439627826213837,0.01956486515700817,0.1304260790348053,0.0465526282787323,0.034916989505290985,0.1304260790348053,0.01956486515700817,,,,,,,,,,,,,,,,,,,0.22041189670562744,0.11626611649990082,0.05439460452440297,0.6440752970010553,18921,328926,29377,347847,0.5,0.18327262824658747,0.42604758824931066,0.5676209279368213,0.5,0.2122749089423699,0.4185927766620145,0.5156414882390986,0.5,0.22218061748987303,0.45658167954522244,0.5696973823058855,0.22218061748987303,0.45658167954522244,0.5696973823058855,29377,17395,17395,1739500,100.0,100.0,0.6320964097976685,0.6973857283592224,0.49526527523994446,0.8239344358444214,0.8874629735946655,0.7459577322006226,0.406440407037735,0.1018824351995673,0.8634206325618374,17395,2683,17395,0,19.996953147456164,102.66850235615857,mean,geometric_mean,odvg_phrase_grounding,5.2991522876735155,2.948728431510273,2.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.15625,0.234375,True,False
epoch,1784859404.5088212,9,607.7811082988046,7.86883098342e-05,7.86883098342e-05,2.9505986820672726e-05,2.9505986820672725e-06,4.918232301352727e-05,1.4730958938598633,12286,0.9156205654144287,1.1149502992630005,0.5574751496315002,0.003834691597148776,0.22137853503227234,0.08133696019649506,0.01798856258392334,0.11991839110851288,0.04460058733820915,0.03344819322228432,0.11991839110851288,0.01798856258392334,,,,,,,,,,,,,,,,,,,0.252368688583374,0.13402113318443298,0.05464975845410628,0.6469346767879633,19005,328755,29377,347760,0.5,0.18596180685570343,0.4412295333083705,0.5787861251999864,0.5,0.2215678932498213,0.4454845627531743,0.5353848248629881,0.5,0.22524423869013174,0.4731592742621779,0.5807264186268168,0.22524423869013174,0.4731592742621779,0.5807264186268168,29377,17395,17395,1739500,100.0,100.0,0.6320387125015259,0.6985815763473511,0.49396058917045593,0.8231377005577087,0.8886203765869141,0.7438812851905823,0.407427579164505,0.09694660840261893,0.8696746237166307,17395,2683,17395,0,19.99195171026157,100.13752315519378,mean,geometric_mean,odvg_phrase_grounding,5.3772572564296,3.0658858846444006,2.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.1,0.25,0.05,0.25,128,5,True,False,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.25925925925925924,0.38888888888888884,True,False
epoch,1784860045.5925984,10,634.1343252910301,7.841474142877699e-05,7.841474142877699e-05,2.9402954564084837e-05,2.940295456408484e-06,4.9011786864692147e-05,1.4973599910736084,12286,0.9255532622337341,1.1436140537261963,0.5718070268630981,0.0038931078743189573,0.22245360910892487,0.07171329855918884,0.016348998993635178,0.1089973971247673,0.042767442762851715,0.03207444027066231,0.1089973971247673,0.016348998993635178,1.6820385456085205,0.011386827565729618,0.42077383399009705,0.09809161722660065,0.06341614574193954,0.04756036400794983,,,0.2072121798992157,0.031079551205039024,0.0,0.0,0,0.5311744900929367,True,True,0.37615740740740744,0.5642361111111112,1.0,1.5,0.28024062514305115,0.14832240343093872,0.055046954778847454,0.6506791026993907,19115,328134,29377,347249,0.5,0.18762977839806652,0.45093100044252304,0.5856282125472309,0.5,0.22313374408550907,0.4655002212615311,0.5528815059400211,0.5,0.2270143309391701,0.4848350750587194,0.5870238622051265,0.2270143309391701,0.4848350750587194,0.5870238622051265,29377,17395,17395,1739500,100.0,100.0,0.6313620805740356,0.6989509463310242,0.4927275478839874,0.8219096660614014,0.8895734548568726,0.7451748251914978,0.40501073002815247,0.09449572249210714,0.873189861898752,17395,2683,17395,0,19.962575452716298,123.93710377905518,mean,geometric_mean,odvg_phrase_grounding,5.458710327263834,3.1880654908957506,2.0,iou,0.25,0.25,2.0,True,False,False,True,True,0.1,0.25,0.05,0.25,128,5,True,True,0.05,10,0.3,10,0.0,0.5,1.0,10,True,5,12,0.0,0.1,3,odvg_appended_phrase,4.0,0.25,20,0.5,0.5,0.37615740740740744,0.5642361111111112,True,False
